,vin,stockNum,firstSeen,lastSeen,msrp,askPrice,mileage,isNew,color,interiorColor,brandName,modelName,dealerID,vf_ABS,vf_ActiveSafetySysNote,vf_AdaptiveCruiseControl,vf_AdaptiveDrivingBeam,vf_AdaptiveHeadlights,vf_AdditionalErrorText,vf_AirBagLocCurtain,vf_AirBagLocFront,vf_AirBagLocKnee,vf_AirBagLocSeatCushion,vf_AirBagLocSide,vf_AutoReverseSystem,vf_AutomaticPedestrianAlertingSound,vf_AxleConfiguration,vf_Axles,vf_BasePrice,vf_BatteryA,vf_BatteryA_to,vf_BatteryCells,vf_BatteryInfo,vf_BatteryKWh,vf_BatteryKWh_to,vf_BatteryModules,vf_BatteryPacks,vf_BatteryType,vf_BatteryV,vf_BatteryV_to,vf_BedLengthIN,vf_BedType,vf_BlindSpotMon,vf_BodyCabType,vf_BodyClass,vf_BrakeSystemDesc,vf_BrakeSystemType,vf_BusFloorConfigType,vf_BusLength,vf_BusType,vf_CAN_AACN,vf_CIB,vf_CashForClunkers,vf_ChargerLevel,vf_ChargerPowerKW,vf_CoolingType,vf_CurbWeightLB,vf_CustomMotorcycleType,vf_DaytimeRunningLight,vf_DestinationMarket,vf_DisplacementCC,vf_DisplacementCI,vf_DisplacementL,vf_Doors,vf_DriveType,vf_DriverAssist,vf_DynamicBrakeSupport,vf_EDR,vf_ESC,vf_EVDriveUnit,vf_ElectrificationLevel,vf_EngineConfiguration,vf_EngineCycles,vf_EngineCylinders,vf_EngineHP,vf_EngineHP_to,vf_EngineKW,vf_EngineManufacturer,vf_EngineModel,vf_EntertainmentSystem,vf_ForwardCollisionWarning,vf_FuelInjectionType,vf_FuelTypePrimary,vf_FuelTypeSecondary,vf_GCWR,vf_GCWR_to,vf_GVWR,vf_GVWR_to,vf_KeylessIgnition,vf_LaneDepartureWarning,vf_LaneKeepSystem,vf_LowerBeamHeadlampLightSource,vf_Make,vf_MakeID,vf_Manufacturer,vf_ManufacturerId,vf_Model,vf_ModelID,vf_ModelYear,vf_MotorcycleChassisType,vf_MotorcycleSuspensionType,vf_NCSABodyType,vf_NCSAMake,vf_NCSAMapExcApprovedBy,vf_NCSAMapExcApprovedOn,vf_NCSAMappingException,vf_NCSAModel,vf_NCSANote,vf_Note,vf_OtherBusInfo,vf_OtherEngineInfo,vf_OtherMotorcycleInfo,vf_OtherRestraintSystemInfo,vf_OtherTrailerInfo,vf_ParkAssist,vf_PedestrianAutomaticEmergencyBraking,vf_PlantCity,vf_PlantCompanyName,vf_PlantCountry,vf_PlantState,vf_PossibleValues,vf_Pretensioner,vf_RearCrossTrafficAlert,vf_RearVisibilitySystem,vf_SAEAutomationLevel,vf_SAEAutomationLevel_to,vf_SeatBeltsAll,vf_SeatRows,vf_Seats,vf_SemiautomaticHeadlampBeamSwitching,vf_Series,vf_Series2,vf_SteeringLocation,vf_SuggestedVIN,vf_TPMS,vf_TopSpeedMPH,vf_TrackWidth,vf_TractionControl,vf_TrailerBodyType,vf_TrailerLength,vf_TrailerType,vf_TransmissionSpeeds,vf_TransmissionStyle,vf_Trim,vf_Trim2,vf_Turbo,vf_VIN,vf_ValveTrainDesign,vf_VehicleType,vf_WheelBaseLong,vf_WheelBaseShort,vf_WheelBaseType,vf_WheelSizeFront,vf_WheelSizeRear,vf_Wheels,vf_Windows
4574327,66fad00d610b82b870e897bd42c5f876f3c75f7046f2affa701264bf37ad91f8,,2020-02-01,2020-03-03,14000,13400,0,False,,,HYUNDAI,Elantra,11861,Standard,,Optional,Optional,,,1st & 2nd Rows,1st Row (Driver & Passenger),Driver Seat Only,,1st Row (Driver & Passenger),Standard,,,2.0,22350.0,,,,,,,,,,,,,Not Applicable,Standard,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,Optional,,,,,,Not Applicable,Standard,,2000.0,122.0474881894,2.0,4.0,,,Standard,,Standard,,,,,4.0,147.0,,109.6179,HMC,,,,Multipoint Fuel Injection (MPFI),Gasoline,,,,,,Standard,,Optional,,HYUNDAI,498,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),1034.0,Elantra,2735.0,2017.0,Not Applicable,Not Applicable,,,,,,,,,,NU,,,,,Optional,ULSAN,Hyundai,SOUTH KOREA,,,,,Standard,,,Manual,2.0,5.0,Standard,,,Left Hand Drive (LHD),,Direct,132.0,,Standard,Not Applicable,,Not Applicable,,,SE Popular Pkg SE Tech pkg Limited,,,66fad00d610b82b870e897bd42c5f876f3c75f7046f2affa701264bf37ad91f8,Dual Overhead Cam (DOHC),PASSENGER CAR,,106.3,,17.0,17.0,4.0,
5040537,268e2cadaa3ceaebb49d02131ba4ecee6ee11299a21d25786e212b23c10e4fba,,2019-12-31,2020-04-11,21500,19398,0,False,,,DODGE,Challenger,35704,,,,,,,,1st Row (Driver & Passenger),,,All Rows,,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Coupe,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5700.0,347.83534133997,5.7,2.0,RWD/ Rear Wheel Drive,,,,,,,,,8.0,,,,,,,,,Gasoline,,,,,,,,,,DODGE,476,FCA CANADA INC.,995.0,Challenger,1893.0,2013.0,Not Applicable,Not Applicable,,,,,,,,,,Sales Codes: EZC EZH,,Active Seat Belt at all Seating Position Frontal airbag at outboard seating position,,,,,Brampton Assembly,,,,,,,,,Manual,,,,,,Left Hand Drive (LHD),,Direct,,,,Not Applicable,,Not Applicable,,,R/T,,No,268e2cadaa3ceaebb49d02131ba4ecee6ee11299a21d25786e212b23c10e4fba,,PASSENGER CAR,,,,,,,
912262,bc950faf8ac3087e5387d9d4cfcd248f0494dcf7ace607677f417a310590fcd4,F38649,2018-05-31,2018-08-30,30390,25702,0,True,Lightning Blue,Charcoal Black,FORD,Escape,22329,Standard,Reverse Sensing System: Standard; Cross-traffic Alert: Optional; Brake Support: Optional; My Key Tech Hill Start Assist,Optional,Optional,,,,1st Row (Driver & Passenger),Driver Seat Only,,1st & 2nd Rows,Standard,,,2.0,28100.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,Standard,Optional,,,,,,Not Applicable,Standard,,1500.0,91.53561614209,1.5,4.0,4x2,,Standard,,Standard,,,In-Line,,4.0,170.0,,126.769,Ford,1.5L GTDI Sigma w/Premium Fuel,,Optional,Stoichiometric gasoline direct injection (SGDI),Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,Optional,Optional,,FORD,460,FORD MOTOR COMPANY USA,976.0,Escape,1798.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,LOUISVILLE,Louisville Assembly ,UNITED STATES (USA),KENTUCKY,,,,Standard,,,Manual,2.0,5.0,Standard,SEL,,Left Hand Drive (LHD),,Direct,114.0,,Standard,Not Applicable,,Not Applicable,6.0,Automatic,,,,bc950faf8ac3087e5387d9d4cfcd248f0494dcf7ace607677f417a310590fcd4,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,105.9,,17.0,17.0,4.0,
3551971,1caa15df065ac07cb0fb4b09f88b259760ccd7440c3f19a24c4d83cf70df2bf1,,2019-10-21,2019-11-18,32994,32794,0,False,,,JEEP,Grand Cherokee,33561,,,,,,,,1st Row (Driver & Passenger),,,All Rows,,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5700.0,347.83534133997,5.7,4.0,4WD/4-Wheel Drive/4x4,,,,,,,,,8.0,,,,,,,,,Gasoline,,,,Class 2E: 6001 - 7000 lb (2722 - 3175 kg),,,,,,JEEP,483,FCA US LLC,994.0,Grand Cherokee,1949.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,Sales Code : EZCEZH,,Active Seat Belt,,,,DETROIT,Jefferson North Assembly,UNITED STATES (USA),MICHIGAN,,,,,,,Manual,,,,WK,,Left Hand Drive (LHD),,Direct,,,,Not Applicable,,Not Applicable,,,Overland,,No,1caa15df065ac07cb0fb4b09f88b259760ccd7440c3f19a24c4d83cf70df2bf1,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
4079917,51c9827e14c7a1a65879429e06481e79eef7c2c6b0384c7bd1086b0c1e27cf0d,,2018-08-06,2018-09-04,22422,21933,0,False,,,SUBARU,Forester,18379,,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2500.0,152.55936023683,2.5,,AWD/All Wheel Drive,,,,,,,,,,,,,,Naturally Aspirated U5,,,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,SUBARU,523,FUJI HEAVY INDUSTRIES U.S.A. INC. (C/O SUBARU OF AMERICA),1075.0,Forester,2234.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,OTA,Yajima Plant,JAPAN,GUNMA,,,,,,,Manual,,,,,,,,Direct,,,,Not Applicable,,Not Applicable,,Continuously Variable Transmission (CVT),Limited + MR,,,51c9827e14c7a1a65879429e06481e79eef7c2c6b0384c7bd1086b0c1e27cf0d,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
3272040,dbee5057bc50bb10525ddd87e11013c4ac9a9ed4ef74f88859340e40c3ea4c7d,,2020-02-05,2020-02-27,13495,13495,0,False,,,BUICK,Encore,31223,,,,,,,All Rows,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,1st & 2nd Rows,,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,1400.0,85.43324173262,1.4,4.0,FWD/Front Wheel Drive,,,,,,,In-Line,,4.0,,,,,LUV - VVT ALUM GME E85 MAX,,,Multipoint Fuel Injection (MPFI),Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,BUICK,468,GENERAL MOTORS LLC,984.0,Encore,1842.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,BUPYEONG,GM Korea,SOUTH KOREA,,,,,,,,Manual,,,,,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,Yes,dbee5057bc50bb10525ddd87e11013c4ac9a9ed4ef74f88859340e40c3ea4c7d,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
3088488,bbb3513058402986de80bb3e39dd6c347bfcb47b8fad192c2c4243aa59df7f27,TT41695A,2019-01-09,2019-03-29,25960,25764,0,False,Mineral Gray Metallic,Black/Diesel Gray Interior,RAM,1500,16846,,,,,,,,1st Row (Driver & Passenger),,,All Rows,,,,,,,,,,,,,,,,,,,,Extra/Super/ Quad/Double/King/Extended,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5700.0,347.83534133997,5.7,,4WD/4-Wheel Drive/4x4,,,,,,,,,8.0,,,,,,,,,Gasoline,,,,Class 2E: 6001 - 7000 lb (2722 - 3175 kg),,,,,,RAM,496,FCA US LLC,994.0,1500,13620.0,2013.0,Not Applicable,Not Applicable,,,,,,,,Drive Type: Single Rear Wheels,,Sales Code: EZCEZH,,Active Seat Belt,,,,,Warren Truck Assembly,,,,,,,,,Manual,,,,,,Left Hand Drive (LHD),,,,,,Not Applicable,,Not Applicable,,,ST,,No,bbb3513058402986de80bb3e39dd6c347bfcb47b8fad192c2c4243aa59df7f27,,TRUCK ,,,,,,,
3047377,a2957a8d837e192765c6bebe476e7b693683f7d14b951cacccc57fae05121114,AT09700B,2018-06-25,2019-03-29,0,0,0,False,Lightning Red,black,SUBARU,Impreza,22524,,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Hatchback/Liftback/Notchback,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2500.0,152.559360236,2.5,5.0,4WD/4-Wheel Drive/4x4,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUBARU,523,FUJI HEAVY INDUSTRIES U.S.A. INC. (C/O SUBARU OF AMERICA),1075.0,Impreza,2235.0,2011.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,OTA,FHI (Yajima Plant ),JAPAN,GUNMA,,,,,,,Manual,,,,5 door Wide Body,,,,Direct,,,,Not Applicable,,Not Applicable,5.0,Manual/Standard,WRX,,Yes,a2957a8d837e192765c6bebe476e7b693683f7d14b951cacccc57fae05121114,,PASSENGER CAR,,,,,,,
3604342,e368c396cdc66c8915160c61eb70212c60810940876b317f0d9ac95237a16d55,DD10557A,2018-08-29,2018-08-31,0,0,18096,False,Shadow Black,,FORD,Fusion,28914,,,,,,,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,1st & 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2000.0,122.04748818946,2.0,4.0,FWD/Front Wheel Drive,,,,,,,In-Line,,4.0,240.0,,178.968,Ford,,,,Stoichiometric gasoline direct injection (SGDI),Gasoline,,,,,,,,,,FORD,460,FORD MOTOR COMPANY MEXICO,979.0,Fusion,1780.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,Premium Fuel ,,,,,,HERMOSILLO,Hermosillo,MEXICO,,,,,,,,Manual,,,,Titanium,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,e368c396cdc66c8915160c61eb70212c60810940876b317f0d9ac95237a16d55,,PASSENGER CAR,,,,,,,
2787288,1a02415b13100bb5a1e186945e521dbb211d08534bc41223f5697890c94415d8,TRE5278,2018-10-19,2019-01-29,21499,20646,0,False,Blue,Black,JEEP,Compass,7813,Standard,ParkSense Rear Park Assist: Optional; Electronic Roll Mitigation: Standard; Engine Immobilizer: Standard; Front Passenger Seat Belt Alert: Standard: Hill Start Assist: Standard; Latch Ready Child Seat Anchor System: Standard; Panic Alarm; Standard; Rain Brake Support: Standard; Remote-Start System: Optional,,,,,,1st Row (Driver & Passenger),,,All Rows,,,,2.0,24395.0,,,,,,,,,,,,,,Optional,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,Optional,,,,,,Not Applicable,Standard,,2400.0,146.45698582735,2.4,4.0,4WD/4-Wheel Drive/4x4,,Optional,,Standard,,,In-Line,,4.0,180.0,,134.226,FCA,,,Optional,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,Optional,Optional,,JEEP,483,CHRYSLER DE MEXICO TOLUCA,1002.0,Compass,1946.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,Active Seat Belt,,,,TOLUCA,Toluca Assembly,MEXICO,STATE OF MEXICO,,,,Standard,,,Manual,,5.0,Optional,,,Left Hand Drive (LHD),,Direct,,,Standard,Not Applicable,,Not Applicable,6.0,Manual/Standard,Longitude(BUX) North(Canada) Latitude(Mex U.S.),,No,1a02415b13100bb5a1e186945e521dbb211d08534bc41223f5697890c94415d8,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,103.8,,17.0,17.0,4.0,
3152814,ad546d9833625677d9d30a1b31610aa211e093bac7f2a5a0cd8ae23acef746dd,20038A,2019-10-23,2019-11-19,52590,52590,23713,False,Black,,CHEVROLET,Silverado,15599,,,,,,,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,Extra/Super/ Quad/Double/King/Extended,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,6600.0,402.75671102523,6.6,4.0,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,8.0,,,,,L5P - Direct Injection DURAMAX GEN 5 VAR 1,,,,Diesel,,,,Class 2H: 9001 - 10000 lb (4082 - 4536 kg),,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Silverado,1850.0,2018.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,FORT WAYNE,GMNA,UNITED STATES (USA),INDIANA,,,,,,,Manual,,,,LTZ,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,Yes,ad546d9833625677d9d30a1b31610aa211e093bac7f2a5a0cd8ae23acef746dd,,TRUCK ,,,,,,,
1340284,e04fc1b3ebd4238ac6d5b230791d4b916bfc166bc8c6c4d058f0ad1ddc3d3498,H18-7939A,2018-11-18,2018-11-27,17995,13997,106152,False,Mountain Air,,HONDA,CR-V,22708,,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,,Not Applicable,,Not Applicable,,,,,,,3305.0,Not Applicable,,,2359.737216,144.0,2.359737216,5.0,AWD/All Wheel Drive,,,,,,,In-Line,,4.0,185.0,,137.9545,,K24Z7,,,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,HONDA,474,HONDA OF AMERICA MFG. INC.,988.0,CR-V,1865.0,2013.0,Not Applicable,Not Applicable,,,,,,,,,,,,seat belts: front rear rear center,,,,EAST LIBERTY,,UNITED STATES (USA),OHIO,,,,,,,Manual,,,,EX,,,,Direct,,71.6,,Not Applicable,,Not Applicable,5.0,Automatic,,,,e04fc1b3ebd4238ac6d5b230791d4b916bfc166bc8c6c4d058f0ad1ddc3d3498,Dual Overhead Cam (DOHC),MULTIPURPOSE PASSENGER VEHICLE (MPV),103.1,,,,,,
993207,b005d9e0803ac2f25c5be567b9f8bcdfbe06dd474a96776a4e2c6e106d777428,UT15971,2019-11-27,2020-02-01,12990,12990,0,False,Black,Light titanium/dark titanium,CHEVROLET,Suburban,38008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,5300.0,323.42584370208,5.3,4.0,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,8.0,,,,GM,LC9,,,Sequential Fuel Injection (SFI),Flexible Fuel Vehicle (FFV),,,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,,,,,CHEVROLET,467,GENERAL MOTORS LLC,984.0,Suburban,1851.0,2008.0,Not Applicable,Not Applicable,,,,,,,,,,Active Fuel MGT.,,,,,,JANESVILLE,GM Truck Group,UNITED STATES (USA),WISCONSIN,,,,,,,,,,,1/2 Ton,,,,Direct,,,,Not Applicable,,Not Applicable,,,LS,,,b005d9e0803ac2f25c5be567b9f8bcdfbe06dd474a96776a4e2c6e106d777428,Overhead Valve (OHV),MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
3204492,ba08d8113df129b1f561a5352a639a4bf1fc91e59553bd5169dba658b3922027,MP2046,2018-11-07,2018-11-13,36990,36990,0,False,Lunar Blue Metallic,Silk Beige MB-Tex,MERCEDES-BENZ,E-Class,33716,,,,,,,,1st Row (Driver & Passenger),,,1st & 2nd Rows,,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3500.0,213.583104331562,3.5,4.0,AWD/All Wheel Drive,,,,,,,V-Shaped,,6.0,,,,,,,,,Gasoline,,,,,,,,,,MERCEDES-BENZ,449,MERCEDES-BENZ CARS,1042.0,E-Class,2081.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,,,Seat belts on all outboard designated seating positions are equipped with load limiters and pretensioners,,,,SINDELFINGEN,,GERMANY,,,Yes,,,,,Manual,,,,E350-4M,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,ba08d8113df129b1f561a5352a639a4bf1fc91e59553bd5169dba658b3922027,,PASSENGER CAR,,,,,,,
5635819,89c31ef9603b76cc6782581d2cf9bd5aea515ce0ac97dd12710415507bad4581,4X174214,2019-03-21,2019-04-01,4995,4995,69779,False,,,FORD,Crown Victoria,14913,,,,,,,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,4600.0,280.70922283576,4.6,4.0,,,,,,,,V-Shaped,,8.0,224.0,239.0,167.0368,Ford,,,,,Gasoline,,,,,,,,,,FORD,460,FORD MOTOR COMPANY OF CANADA LTD.,977.0,Crown Victoria,1778.0,2004.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,TALBOTVILLE,St. Thomas,CANADA,ONTARIO,,,,,,,Manual,,,,LX,,,,,,,,Not Applicable,,Not Applicable,,,,,,89c31ef9603b76cc6782581d2cf9bd5aea515ce0ac97dd12710415507bad4581,Single Overhead Cam (SOHC),PASSENGER CAR,,,,,,,
4783190,78fb726155e51b0149f5a8bf645fa2ad44e12717352f6f6e67454ae2f9ef249b,29130,2019-03-31,2019-06-25,31990,29600,31607,False,Race Red,Black,FORD,F-150,22298,,,,,,,,1st Row (Driver & Passenger),,,1st & 2nd Rows,,,,,,,,,,,,,,,,,,,,Extra/Super/ Quad/Double/King/Extended,Pickup,,Hydraulic,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,3500.0,213.58310433156,3.5,,4WD/4-Wheel Drive/4x4,,,,,,,V-Shaped,,6.0,365.0,,272.1805,Ford,,,,Stoichiometric gasoline direct injection (SGDI),Gasoline,,,,Class 2F: 7001 - 8000 lb (3175 - 3629 kg),,,,,,FORD,460,FORD MOTOR COMPANY USA,976.0,F-150,1801.0,2016.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,DEARBORN,Dearborn,UNITED STATES (USA),MICHIGAN,,,,,,,Manual,,,,,,,,,,,,Not Applicable,,Not Applicable,,,,,,78fb726155e51b0149f5a8bf645fa2ad44e12717352f6f6e67454ae2f9ef249b,,TRUCK ,,,,,,,
2274845,437a4455417930c35908a2e210a43ca490fa7bdb21c6caa2d694fe23ddb56275,,2020-02-01,2020-02-05,17517,15967,0,False,,,NISSAN,Rogue,18043,Standard,,,,,,1st & 2nd Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,,,,Wagon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,2500.0,152.55936023683,2.5,4.0,4WD/4-Wheel Drive/4x4,,,,,,,,,4.0,170.0,,126.769,,,,,,Gasoline,,,,Class 1C: 4001 - 5000 lb (1814 - 2268 kg),,,,,,NISSAN,478,NISSAN NORTH AMERICA INC,997.0,Rogue,1913.0,2017.0,Not Applicable,Not Applicable,,,,,,,,,,,,2nd row outboard and center 3-point manual belts,,,,SMYRNA ,Nissan North America Inc.,UNITED STATES (USA),TENNESSEE,,,,,,,Manual,,,,Crossover,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,437a4455417930c35908a2e210a43ca490fa7bdb21c6caa2d694fe23ddb56275,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
3599729,115a7f9c111e811d2797e2f20ef9ca337b6de908144405e4c9949e062bb99776,PG5026,2018-06-20,2018-10-04,17995,15995,25237,False,Barcelona Red Metallic,Bisque,TOYOTA,PRIUS,36581,,,,,,,All Rows,1st Row (Driver & Passenger),Driver Seat Only,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Hatchback/Liftback/Notchback,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,1800.0,109.84273937051,1.8,5.0,4x2,,,,,,,In-Line,,4.0,,,,,2ZR-FXE+3JM,,,Multipoint Fuel Injection (MPFI),Gasoline,Electric,,,,,,,,,TOYOTA,448,TOYOTA MOTOR NORTH AMERICA INC,962.0,PRIUS,2209.0,2015.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,TSUTSUMI,Toyota Motor Corp.,JAPAN,AICHI,,,,,,,Manual,,,,ZVW30L,,,,Direct,,,,Not Applicable,,Not Applicable,,,,,,115a7f9c111e811d2797e2f20ef9ca337b6de908144405e4c9949e062bb99776,,PASSENGER CAR,,,,,,,
5154307,af87ac57278ee0eb774783934dd623649f55cfa10424bace4c916753d6628bb1,Luxury Dealer serviced 1 Owner Msrp $229850,2018-05-26,2018-08-02,72800,72800,31177,False,Casino Royale,Obsidian Black Leather/Falcon Grey Leather,ASTON MARTIN,Rapide,22626,,,,,,In the Possible values section the Numeric value before the : indicates the position in error and the values after the : indicate the possible values that are allowed in this position.,All Rows,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,,,,,,,,,,,,,,,,Not Applicable,,Not Applicable,Sedan/Saloon,,,Not Applicable,,Not Applicable,,,,,,,,Not Applicable,,,5900.0,360.04009015892,5.9,4.0,,,,,,,,V-Shaped,,12.0,469.35765,,350.0,Aston Martin,AM16,,,,Gasoline,,,,,,,,,,ASTON MARTIN,440,ASTON MARTIN LAGONDA LIMITED,956.0,Rapide,1688.0,2012.0,Not Applicable,Not Applicable,,,,,,,,,,,,Seat belts = Driver: 3-point ELR + pyro-pretensioner Passenger: 3-point ELR/ALR + pyro-pretensioner. Rear Passenger: 3-point ELR/ALR + pyro-pretensioner. Side airbags (in seat). Side curtain airbags (in door).,,,,GRAZ,,AUSTRIA,,(13:0123456789),Yes,,,,,Manual,2.0,4.0,,VH4,,Left Hand Drive (LHD),SCFHDDAJ*CAF! ,Direct,,,,Not Applicable,,Not Applicable,6.0,Automatic,,,,af87ac57278ee0eb774783934dd623649f55cfa10424bace4c916753d6628bb1,,PASSENGER CAR,,,,,,,
2242248,83f04f041c6778b39e7318ca19a2e3654bfb1b621cf68d0537c61298762c050d,,2020-02-18,2020-02-25,0,0,0,False,,,PONTIAC,Aztek,15557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),,Hydraulic,Not Applicable,,Not Applicable,,,,,,Water,,Not Applicable,,,3400.0,207.48072992208,3.4,4.0,4x2,,,,,,,V-Shaped,,6.0,,,,FLT,LA1,,,Multipoint Fuel Injection (MPFI),Gasoline,,,,Class 1D: 5001 - 6000 lb (2268 - 2722 kg),,,,,,PONTIAC,536,GENERAL MOTORS LLC,984.0,Aztek,8884.0,2001.0,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,RAMOS ARIZPE,,MEXICO,COAHUILA,,,,,,,,,,,SRV,,,,,,,,Not Applicable,,Not Applicable,,,,,,83f04f041c6778b39e7318ca19a2e3654bfb1b621cf68d0537c61298762c050d,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,
